mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,26.037645339965824,11.941623687744151,3.453493118286133
mps-uncap,0.9,56.68778419494631,14.974355697631836,9.894418716430664
mps-uncap,1.0,466.2460327148437,95.07179260253908,34.86912250518799
mps-uncap,0.5,9.310722351074219,5.759334564208984,3.596472740173342
mps-uncap,0.6,10.670900344848631,5.882692337036134,2.9074192047119136
mps-uncap,0.7,14.541625976562504,6.649589538574219,2.7187347412109384
mps-uncap,0.1,3.704214096069337,3.624939918518075,0.939488410949707
mps-uncap,0.2,8.816671371459961,6.249952316284179,2.4929046630859375
mps-uncap,0.3,9.66582298278809,7.238435745239271,3.6507606506347643
mps-uncap,0.4,9.711980819702148,6.869983673095703,3.776073455810547
