mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,111.52482032775879,44.39043998718262,15.03753662109375
mps-uncap,0.9,187.3342990875244,48.70867729187012,38.90228271484375
mps-uncap,1.0,666.0952568054199,157.63235092163086,63.71617317199707
mps-uncap,0.5,40.58194160461426,26.698589324951172,19.67906951904297
mps-uncap,0.6,41.68295860290527,29.85835075378418,14.350175857543945
mps-uncap,0.7,74.9809741973877,28.929948806762695,15.316486358642578
mps-uncap,0.1,31.97646141052246,20.586490631103516,9.00411605834961
mps-uncap,0.2,38.518428802490234,33.19907188415527,15.230417251586914
mps-uncap,0.3,47.64676094055176,31.340360641479492,17.583608627319336
mps-uncap,0.4,41.338205337524414,28.08380126953125,14.918088912963867
