mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,54.02557373046878,27.05402851104736,7.525062561035152
mps-uncap,0.9,128.90045166015622,30.065774917602532,21.727113723754876
mps-uncap,1.0,580.5122089385985,133.27324151992767,49.34662342071533
mps-uncap,0.5,20.226061344146732,14.094402790069575,7.827363014221196
mps-uncap,0.6,21.097698211669922,14.26990032196043,6.640067100524902
mps-uncap,0.7,32.60731697082521,14.348506927490234,6.147527694702153
mps-uncap,0.1,11.851398944854735,9.639115333557104,3.348243236541748
mps-uncap,0.2,19.404425621032747,14.972043037414549,5.608487129211424
mps-uncap,0.3,21.3817310333252,16.044580936431878,7.91909694671631
mps-uncap,0.4,22.933697700500485,14.960694313049322,8.103942871093748
