mode,load,0_inception_v3-8,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,33.05015563964845,15.055322647094728,4.894495010375977
mps-uncap,0.9,63.99703025817871,18.018722534179688,11.491966247558594
mps-uncap,1.0,473.29068183898926,98.27673435211183,36.53290271759033
mps-uncap,0.5,16.40641689300537,9.49704647064209,5.489110946655273
mps-uncap,0.6,16.98684692382812,9.047842025756836,4.59749698638916
mps-uncap,0.7,21.125650405883793,9.583806991577152,4.217910766601563
mps-uncap,0.1,14.558935165405275,10.385632514953615,3.4453868865966797
mps-uncap,0.2,19.62089538574219,12.665724754333494,5.18174171447754
mps-uncap,0.3,19.236660003662116,12.649154663085945,6.28833770751953
mps-uncap,0.4,17.66681671142578,11.218976974487305,6.086111068725586
