mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,6.831765174865723,1.2030601501464844,1.7826557159423828
mps-uncap,0.9,19.373297691345215,2.0499229431152344,4.854559898376465
mps-uncap,1.0,74.66554641723633,14.256477355957031,91.89510345458984
mps-uncap,0.5,0.04839897155761719,0.04506111145019531,0.04076957702636719
mps-uncap,0.6,0.05936622619628906,0.2582073211669922,0.04410743713378906
mps-uncap,0.7,2.38037109375,0.6802082061767578,0.5559921264648438
mps-uncap,0.1,0.06103515625,0.05030632019042969,0.04887580871582031
mps-uncap,0.2,0.05984306335449219,0.04696846008300781,0.04506111145019531
mps-uncap,0.3,0.05900859832763672,0.04696846008300781,0.042438507080078125
mps-uncap,0.4,0.05555152893066406,0.0514984130859375,0.04315376281738281
