mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,34.65616703033447,7.335186004638674,10.174965858459473
mps-uncap,0.9,76.05612277984619,9.772300720214847,21.255159378051758
mps-uncap,1.0,252.87926197052008,65.92392921447754,319.4908142089844
mps-uncap,0.5,12.863969802856445,6.132984161376955,2.968025207519533
mps-uncap,0.6,18.84150505065918,6.105709075927734,4.288673400878906
mps-uncap,0.7,23.39811325073242,6.386756896972656,6.929397583007814
mps-uncap,0.1,0.06985664367675781,1.8089771270751966,0.07033348083496094
mps-uncap,0.2,4.219341278076189,4.092741012573242,1.050329208374019
mps-uncap,0.3,7.009220123291016,5.553889274597169,1.8187761306762695
mps-uncap,0.4,9.162926673889162,6.604361534118652,2.4850368499755864
