mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,121.24919891357422,36.416053771972656,44.71445083618164
mps-uncap,0.9,192.34609603881836,47.93715476989746,65.86647033691406
mps-uncap,1.0,392.93503761291504,147.92180061340332,479.66909408569336
mps-uncap,0.5,63.94314765930176,31.63313865661621,17.755508422851562
mps-uncap,0.6,80.53183555603027,26.64017677307129,20.709991455078125
mps-uncap,0.7,198.23908805847168,193.01986694335938,192.82937049865723
mps-uncap,0.1,24.96814727783203,18.741607666015625,8.596420288085938
mps-uncap,0.2,37.31989860534668,20.355939865112305,12.188196182250977
mps-uncap,0.3,36.93795204162598,22.046327590942383,14.764785766601562
mps-uncap,0.4,52.58989334106445,28.97047996520996,16.538619995117188
