mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,16.661882400512695,7.442474365234375,6.776094436645508
mps-uncap,0.9,18.11695098876953,6.485700607299805,7.963418960571289
mps-uncap,1.0,18.2037353515625,7.342338562011719,6.928205490112305
mps-uncap,0.5,16.21270179748535,7.607698440551758,6.201505661010742
mps-uncap,0.6,16.143798828125,7.592916488647461,6.646871566772461
mps-uncap,0.7,198.20523262023926,105.15689849853516,188.2328987121582
mps-uncap,0.1,13.601064682006836,9.241342544555664,6.669282913208008
mps-uncap,0.2,20.165443420410156,8.891820907592773,6.293058395385742
mps-uncap,0.3,17.044782638549805,7.999181747436523,6.323575973510742
mps-uncap,0.4,16.17431640625,8.140087127685547,6.520509719848633
