mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,15.672612190246582,4.949331283569336,5.239748954772951
mps-uncap,0.9,16.65496826171875,4.920554161071778,5.583071708679199
mps-uncap,1.0,16.291379928588867,6.167888641357422,5.669403076171875
mps-uncap,0.5,14.545464515686037,5.569458007812501,4.150676727294922
mps-uncap,0.6,14.852046966552734,5.132675170898438,4.761099815368652
mps-uncap,0.7,15.243768692016602,4.857540130615234,5.065393447875978
mps-uncap,0.1,12.665510177612305,6.178116798400879,3.257417678833008
mps-uncap,0.2,12.970781326293945,6.01811408996582,3.3066749572753906
mps-uncap,0.3,13.613605499267578,6.115937232971192,3.5228729248046875
mps-uncap,0.4,14.130163192749027,5.9525251388549805,3.908872604370119
