mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,92.24590539932251,20.353307723999016,28.659310340881355
mps-uncap,0.9,156.4202904701233,26.688671112060547,45.70502281188961
mps-uncap,1.0,348.7093257904053,122.68004417419428,431.07660293579096
mps-uncap,0.5,45.43491601943969,18.213768005371072,11.018800735473576
mps-uncap,0.6,62.79420852661133,16.18224620819089,13.755130767822289
mps-uncap,0.7,74.34245586395267,19.786477088928194,27.247409820556502
mps-uncap,0.1,21.420860290527365,11.764683723449709,5.669317245483396
mps-uncap,0.2,28.462963104248022,14.359350204467777,6.751184463500979
mps-uncap,0.3,27.89747714996337,17.673430442810055,8.403623104095459
mps-uncap,0.4,33.47033739089967,18.583657741546606,9.568395614624023
