mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,48.5532522201538,10.718536376953125,13.854193687438977
mps-uncap,0.9,91.80569648742676,13.087630271911623,25.359582901000987
mps-uncap,1.0,268.5283184051514,69.87595558166504,323.402500152588
mps-uncap,0.5,25.769233703613285,10.487556457519533,6.301879882812502
mps-uncap,0.6,31.55517578125,9.935951232910156,7.8574419021606445
mps-uncap,0.7,37.55426406860351,9.802579879760742,10.640287399292003
mps-uncap,0.1,13.015985488891602,7.431697845458994,3.4198760986328125
mps-uncap,0.2,16.363906860351566,9.418678283691408,4.4292449951171875
mps-uncap,0.3,19.353580474853523,10.951590538024902,5.150437355041504
mps-uncap,0.4,21.10958099365235,11.592984199523926,5.665683746337892
