mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,105.50665855407715,32.837629318237305,38.924217224121094
mps-uncap,0.9,175.52924156188965,43.09368133544922,60.80293655395508
mps-uncap,1.0,376.7235279083252,144.95563507080078,475.8443832397461
mps-uncap,0.5,53.24506759643555,28.047561645507812,14.706134796142578
mps-uncap,0.6,66.5123462677002,21.34251594543457,16.848087310791016
mps-uncap,0.7,107.92922973632812,189.5923614501953,189.1183853149414
mps-uncap,0.1,12.188196182250977,13.344049453735352,5.097627639770508
mps-uncap,0.2,22.86672592163086,16.684770584106445,9.341716766357422
mps-uncap,0.3,26.477575302124023,17.804622650146484,11.752843856811523
mps-uncap,0.4,42.17934608459473,26.28636360168457,13.67950439453125
