mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,10.407447814941406,2.217531204223633,2.2945404052734375
mps-uncap,0.9,10.427236557006836,2.2187232971191406,2.2950172424316406
mps-uncap,1.0,10.725259780883789,2.164125442504883,2.302885055541992
mps-uncap,0.5,10.401725769042969,2.2237300872802734,2.3069381713867188
mps-uncap,0.6,10.396003723144531,2.2459030151367188,2.29644775390625
mps-uncap,0.7,10.401248931884766,2.213716506958008,2.3102760314941406
mps-uncap,0.1,10.395526885986328,2.254009246826172,2.300739288330078
mps-uncap,0.2,10.336160659790039,2.223968505859375,2.3005008697509766
mps-uncap,0.3,10.411500930786133,2.209186553955078,2.29644775390625
mps-uncap,0.4,10.33926010131836,2.193927764892578,2.2971630096435547
