mode,load,0_inception_v3-32,1_mobilenet_v2-2,2_resnet18-16
mps-uncap,0.8,10.457038879394531,2.248525619506836,2.3109912872314453
mps-uncap,0.9,10.450363159179688,2.2535324096679688,2.31170654296875
mps-uncap,1.0,10.765790939331055,2.209901809692383,2.326488494873047
mps-uncap,0.5,10.419845581054688,2.2652149200439453,2.324342727661133
mps-uncap,0.6,10.425090789794922,2.3009777069091797,2.308368682861328
mps-uncap,0.7,10.449886322021484,2.248525619506836,2.324819564819336
mps-uncap,0.1,10.442972183227539,2.26593017578125,2.3145675659179688
mps-uncap,0.2,10.372161865234375,2.254009246826172,2.316713333129883
mps-uncap,0.3,10.42485237121582,2.2771358489990234,2.3114681243896484
mps-uncap,0.4,10.393381118774414,2.2635459899902344,2.312183380126953
