mode,load,0_densenet201-2,1_densenet201-2
mig,0.1,28.396940231323242,28.434038162231445
mig,0.2,22.121453285217285,21.441221237182617
mig,0.3,20.321846008300785,20.11895179748535
mig,0.4,15.060615539550781,15.136170387268068
mig,0.5,14.168024063110352,14.575529098510742
mig,0.6,13.727664947509766,13.828229904174805
mig,0.7,12.766456604003906,13.151168823242188
mig,0.8,12.812185287475586,12.76695728302002
mig,0.9,12.632513046264648,12.546777725219727
mig,1.0,12.471437454223633,12.497901916503906
