mode,load,0_densenet201-2,1_densenet201-2
mig,0.1,0.013828277587890625,0.013113021850585938
mig,0.2,0.011205673217773438,0.012159347534179688
mig,0.3,0.011920928955078125,0.01239776611328125
mig,0.4,0.011920928955078125,0.010251998901367188
mig,0.5,0.011205673217773438,0.011920928955078125
mig,0.6,0.01049041748046875,0.012159347534179688
mig,0.7,0.011920928955078125,0.01049041748046875
mig,0.8,0.011444091796875,0.011205673217773438
mig,0.9,0.011682510375976562,0.011920928955078125
mig,1.0,0.014066696166992188,0.013113021850585938
