mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,11.920928955078125,15.31839370727539,1.6956329345703125
mps-uncap,0.9,12.153148651123047,15.704631805419922,1.722097396850586
mps-uncap,1.0,12.333393096923828,15.89059829711914,1.73187255859375
mps-uncap,0.5,11.895179748535156,14.923334121704102,1.6720294952392578
mps-uncap,0.6,11.804580688476562,15.305519104003906,1.7054080963134766
mps-uncap,0.7,11.932373046875,15.039920806884766,1.6982555389404297
mps-uncap,0.1,11.994361877441406,16.225337982177734,1.7695426940917969
mps-uncap,0.2,11.857271194458008,15.072822570800781,1.6832351684570312
mps-uncap,0.3,11.92927360534668,15.047550201416016,1.6887187957763672
mps-uncap,0.4,11.92784309387207,15.106439590454102,1.7011165618896484
