mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,27.806520462036133,152.44650840759277,94.04504299163818
mps-uncap,0.9,57.83534049987793,2788.765072822571,3723.281145095825
mps-uncap,1.0,294.9864864349365,5818.90869140625,6666.2362813949585
mps-uncap,0.5,14.058947563171387,19.8819637298584,2.8263330459594727
mps-uncap,0.6,16.35599136352539,27.565717697143555,3.6263465881347656
mps-uncap,0.7,23.09441566467285,53.37262153625488,6.413698196411133
mps-uncap,0.1,21.583080291748047,23.906230926513672,3.882288932800293
mps-uncap,0.2,16.0447359085083,17.865657806396484,3.7758350372314453
mps-uncap,0.3,14.589071273803711,17.768144607543945,3.05330753326416
mps-uncap,0.4,14.507770538330078,18.0203914642334,2.599000930786133
