mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,104.63848590850831,698.6982583999624,289.48310613632196
mps-uncap,0.9,359.4167900085455,4644.45081949234,7094.7655963897705
mps-uncap,1.0,736.9700193405153,11052.698063850403,13583.048157691956
mps-uncap,0.5,35.68671941757196,52.94210433959941,8.400542736053463
mps-uncap,0.6,48.540220260620075,115.73327064514149,13.722562789916994
mps-uncap,0.7,82.99280405044546,226.0035228729245,36.791980266571045
mps-uncap,0.1,29.18955802917479,26.308331489562985,5.7013797760009775
mps-uncap,0.2,28.489801883697346,22.641572952270483,7.529146671295166
mps-uncap,0.3,22.454504966735822,32.77877807617188,8.164761066436764
mps-uncap,0.4,32.65719413757326,53.61300706863403,6.899061203002927
