mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,930.5886450296783,226.86765382635852,882.5583657370952
mps-uncap,0.9,1108.5557390040858,233.7702725663594,851.8084041052524
mps-uncap,1.0,1211.6433821121973,234.52373124630876,845.9262392279569
mps-uncap,0.5,599.4281249406229,138.53745899792187,544.5671481936023
mps-uncap,0.6,723.4455558361441,168.89215497519527,648.521864979915
mps-uncap,0.7,869.6330657969654,202.7875152819942,753.5986814648612
mps-uncap,0.1,116.2356777078901,26.7348906951025,110.87942922331057
mps-uncap,0.2,231.40597486281933,57.196196633024336,221.63011039151272
mps-uncap,0.3,361.73768023644504,84.54794637062618,330.41153523412993
mps-uncap,0.4,477.7405293730699,111.0272694981874,436.235671139358
