mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,0.01049041748046875,0.01239776611328125,0.009059906005859375
mps-uncap,0.9,0.012159347534179688,0.016689300537109375,0.010967254638671875
mps-uncap,1.0,0.012159347534179688,0.02002716064453125,0.011920928955078125
mps-uncap,0.5,0.010728836059570312,0.012159347534179688,0.008821487426757812
mps-uncap,0.6,0.011682510375976562,0.011920928955078125,0.009059906005859375
mps-uncap,0.7,0.010251998901367188,0.011920928955078125,0.009298324584960938
mps-uncap,0.1,0.011920928955078125,0.015497207641601562,0.011920928955078125
mps-uncap,0.2,0.01239776611328125,0.010251998901367188,0.010967254638671875
mps-uncap,0.3,0.011682510375976562,0.010013580322265625,0.009298324584960938
mps-uncap,0.4,0.0095367431640625,0.012159347534179688,0.009059906005859375
