mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,25.958538055419922,30.22456169128418,16.900062561035156
mps-uncap,0.9,29.4344425201416,33.25986862182617,16.91126823425293
mps-uncap,1.0,21.56996726989746,24.444580078125,13.490915298461914
mps-uncap,0.5,25.758981704711914,28.73706817626953,12.80832290649414
mps-uncap,0.6,28.22089195251465,33.66565704345703,11.529207229614258
mps-uncap,0.7,21.087169647216797,24.199485778808594,10.840177536010742
mps-uncap,0.1,29.040098190307617,37.30964660644531,6.520748138427734
mps-uncap,0.2,29.006242752075195,29.873132705688477,6.998300552368164
mps-uncap,0.3,23.17333221435547,28.363704681396484,11.912822723388672
mps-uncap,0.4,21.02518081665039,22.38297462463379,12.253999710083008
