mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,13.114452362060547,16.887187957763672,1.8224716186523438
mps-uncap,0.9,13.071060180664062,17.226815223693848,1.8813610076904297
mps-uncap,1.0,12.954473495483398,17.25304126739502,1.9137859344482422
mps-uncap,0.5,12.570858001708984,15.708208084106445,1.7893314361572266
mps-uncap,0.6,12.631893157958984,16.186952590942383,1.8002986907958984
mps-uncap,0.7,12.858152389526367,16.376018524169922,1.8134117126464844
mps-uncap,0.1,20.94745635986328,19.00458335876465,3.8127899169921875
mps-uncap,0.2,14.38748836517334,16.92509651184082,3.5467147827148438
mps-uncap,0.3,13.375997543334961,16.202688217163086,2.1914243698120117
mps-uncap,0.4,13.043880462646484,16.1440372467041,1.9450187683105469
