mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,11.813879013061523,15.11693000793457,1.661062240600586
mps-uncap,0.9,12.043476104736328,15.17033576965332,1.6603469848632812
mps-uncap,1.0,12.029409408569336,15.087127685546875,1.6515254974365234
mps-uncap,0.5,11.867761611938477,14.812946319580078,1.6469955444335938
mps-uncap,0.6,11.783838272094727,15.259027481079102,1.6782283782958984
mps-uncap,0.7,11.86823844909668,14.927148818969727,1.6744136810302734
mps-uncap,0.1,11.742830276489258,15.591144561767578,1.714468002319336
mps-uncap,0.2,11.768341064453125,14.96577262878418,1.6529560089111328
mps-uncap,0.3,11.845588684082031,15.016317367553711,1.6601085662841797
mps-uncap,0.4,11.898040771484375,15.093564987182617,1.6777515411376953
