mode,load,0_densenet169-4,1_densenet169-4,2_densenet169-4,3_densenet169-4
mig,0.1,35.66171293655527,37.68702253341246,35.4081557103676,20.949877742142352
mig,0.2,73.66650031768815,72.07963486943436,67.55106878655177,38.37666924338124
mig,0.3,108.79759162735945,108.0191228430679,102.77586740048247,57.48407174180047
mig,0.4,150.01719578591988,143.47184331636552,141.14288299418627,78.45809878565173
mig,0.5,174.731029535524,179.5519927798943,175.62132028645505,97.82008895567051
mig,0.6,212.35735775507067,212.7969435928847,209.06422278323998,120.9526476977617
mig,0.7,247.38508919112994,247.55898002945594,249.50284545041328,141.15376051938142
mig,0.8,279.302785300496,271.5460890323219,273.2920689677334,156.92134272429377
mig,0.9,320.14306337492457,320.9231851404698,323.48113799114884,181.6319312672135
mig,1.0,351.4169626153162,350.1052118837435,352.7014642574851,200.61911376619173
