mode,load,0_squeezenet1_1-32,1_squeezenet1_1-32
mig,0.1,12.431259155273448,13.920748233795154
mig,0.2,11.03911876678467,12.100315093994139
mig,0.3,10.916128158569336,11.8865966796875
mig,0.4,10.827946662902828,11.771311759948727
mig,0.5,10.862526893615719,11.768465042114252
mig,0.6,10.580086708068848,11.625375747680662
mig,0.7,10.584230422973631,11.551251411437988
mig,0.8,10.639715194702148,11.612496376037596
mig,0.9,10.712149143218978,11.671040058135986
mig,1.0,10.565884113311768,11.085193157196048
