mode,load,0_squeezenet1_1-32,1_squeezenet1_1-32
mig,0.1,12.664508819580076,15.683960914611813
mig,0.2,12.795019149780275,15.16013145446778
mig,0.3,14.054274559020996,17.029762268066406
mig,0.4,17.322635650634776,22.523069381713867
mig,0.5,19.311833381652836,30.235958099365238
mig,0.6,27.988433837890643,44.797945022583
mig,0.7,44.28095817565919,120.18392086029054
mig,0.8,115.48972129821777,4254.757738113403
mig,0.9,2793.6533927917485,9684.712624549866
mig,1.0,7543.591356277468,13606.428909301758
