mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,3.818988800048828,8.952140808105469,3.8199424743652344
mig,1.0,4.704952239990234,7.341146469116211,3.5283565521240234
