mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,2.7489662170410156,6.482839584350586,2.5577545166015625
mig,1.0,4.351377487182617,6.873130798339844,3.1468868255615234
