mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,2.7489662170410156,6.4830780029296875,2.557992935180664
mig,1.0,4.351377487182617,6.873130798339844,3.147125244140625
