mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,4.0990376472473145,9.417724609375,4.104902744293213
mig,1.0,5.121026039123535,7.811713218688967,4.105806350708008
