mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,0.0073909759521484375,0.0026226043701171875,0.00762939453125
mig,1.0,0.0064373016357421875,0.000476837158203125,0.00667572021484375
