mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,13.817310333251953,18.75138282775879,13.144254684448242
mig,1.0,16.649723052978516,21.642208099365234,17.310380935668945
