mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,3.8190126419067387,8.95237922668457,3.820180892944336
mig,1.0,4.704952239990234,7.341146469116211,3.528594970703125
