mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,4.098944664001465,9.417486190795898,4.104902744293213
mig,1.0,5.121026039123535,7.8115367889404315,4.105567932128906
