mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,13.817310333251953,18.75138282775879,13.144493103027344
mig,1.0,16.649961471557617,21.642446517944336,17.310380935668945
