mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,3.5028457641601562,8.251667022705078,3.545999526977539
mig,1.0,4.495143890380859,7.1010589599609375,3.276348114013672
