mode,load,0_vgg11-4,1_resnet50-4,2_squeezenet1_1-8
mps-uncap,1.0,3.5026073455810547,8.251667022705078,3.545999526977539
mig,1.0,4.494905471801758,7.100820541381836,3.276348114013672
