mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,21.780014038085938,4.192829132080078,1.7995834350585938
mps-uncap,0.9,21.510839462280273,4.139900207519531,1.7790794372558594
mps-uncap,1.0,21.776914596557617,4.147529602050781,1.7843246459960938
mps-uncap,0.5,21.730422973632812,4.175901412963867,1.8143653869628906
mps-uncap,0.6,21.955490112304688,4.151821136474609,1.791238784790039
mps-uncap,0.7,21.8203067779541,4.162073135375977,1.8024444580078125
mps-uncap,0.1,23.364543914794922,7.752895355224609,3.782510757446289
mps-uncap,0.2,22.424697875976562,4.862189292907715,2.8443336486816406
mps-uncap,0.3,22.070765495300293,4.2743682861328125,2.0723342895507812
mps-uncap,0.4,21.919965744018555,4.192352294921875,1.8804073333740234
