mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,21.188735961914062,4.077911376953125,1.703500747680664
mps-uncap,0.9,20.96104621887207,4.0283203125,1.6989707946777344
mps-uncap,1.0,21.242856979370117,4.036664962768555,1.6922950744628906
mps-uncap,0.5,21.12293243408203,4.062652587890625,1.7087459564208984
mps-uncap,0.6,21.210908889770508,4.0111541748046875,1.6927719116210938
mps-uncap,0.7,21.165132522583008,4.023075103759766,1.7123222351074219
mps-uncap,0.1,21.068811416625977,4.008293151855469,2.0074844360351562
mps-uncap,0.2,20.908117294311523,3.959178924560547,1.7080307006835938
mps-uncap,0.3,21.160125732421875,4.099845886230469,1.6765594482421875
mps-uncap,0.4,21.04330062866211,4.053354263305664,1.6849040985107422
