mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,4790.614366531372,15458.287000656128,125.18000602722168
mps-uncap,0.9,10672.003507614136,20258.729219436646,399.827241897583
mps-uncap,1.0,16741.578817367554,24024.444103240967,4353.190183639526
mps-uncap,0.5,179.90684509277344,81.35414123535156,13.553380966186523
mps-uncap,0.6,297.66845703125,741.8174743652344,16.937971115112305
mps-uncap,0.7,806.7033290863037,8920.063734054565,32.60159492492676
mps-uncap,0.1,33.64968299865723,23.544788360595703,11.135578155517578
mps-uncap,0.2,78.52005958557129,24.674177169799805,27.197837829589844
mps-uncap,0.3,74.77498054504395,42.550086975097656,14.798164367675781
mps-uncap,0.4,130.56182861328125,51.01466178894043,16.63661003112793
