mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,3934.612512588501,13890.543031692505,39.468908309936545
mps-uncap,0.9,9718.254709243774,18243.228912353516,198.8860368728638
mps-uncap,1.0,14799.457788467407,21604.171586036686,4047.7758646011353
mps-uncap,0.5,88.94801139831543,34.79089736938478,5.32379150390625
mps-uncap,0.6,133.8348388671875,564.7451877593994,6.67142868041992
mps-uncap,0.7,601.4005661010743,8083.41703414917,9.08041000366211
mps-uncap,0.1,37.415313720703125,14.89710807800293,5.8722496032714835
mps-uncap,0.2,39.69252109527588,12.132930755615234,6.36606216430664
mps-uncap,0.3,47.0426082611084,11.737585067749023,4.914283752441406
mps-uncap,0.4,65.24434089660646,15.658187866210945,4.6863555908203125
