mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,35.93754768371582,13.00048828125,15.81430435180664
mps-uncap,0.9,35.239458084106445,14.672994613647461,12.005805969238281
mps-uncap,1.0,35.8119010925293,12.97760009765625,17.414331436157227
mps-uncap,0.5,25.623559951782227,13.545989990234375,14.96434211730957
mps-uncap,0.6,25.443553924560547,18.65863800048828,11.689901351928711
mps-uncap,0.7,37.229299545288086,14.260530471801758,15.893936157226562
mps-uncap,0.1,40.36402702331543,13.250112533569336,5.784273147583008
mps-uncap,0.2,35.94017028808594,9.673357009887695,15.052318572998047
mps-uncap,0.3,26.31998062133789,12.015342712402344,9.821176528930664
mps-uncap,0.4,35.544395446777344,16.55101776123047,10.076522827148438
