mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,22.588014602661133,4.318189620971681,2.017498016357422
mps-uncap,0.9,22.183704376220703,4.247426986694336,1.8718242645263672
mps-uncap,1.0,22.288036346435547,4.235982894897461,1.9617080688476562
mps-uncap,0.5,22.586584091186523,4.356145858764648,2.0935535430908203
mps-uncap,0.6,23.048877716064453,4.356861114501953,2.0148754119873047
mps-uncap,0.7,22.781848907470703,4.33349609375,2.007722854614258
mps-uncap,0.1,25.468063354492188,9.388446807861328,4.020357131958008
mps-uncap,0.2,24.123239517211914,7.350707054138184,3.8632631301879883
mps-uncap,0.3,23.607230186462402,5.122661590576172,2.9931068420410156
mps-uncap,0.4,22.962665557861328,4.492425918579102,2.2635459899902344
