mode,load,0_efficientnet_b7-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,23.6771297454834,4.565715789794922,2.811698913574219
mps-uncap,0.9,23.559901714324948,4.729986190795898,2.322690486907959
mps-uncap,1.0,23.19540977478027,4.420583248138428,2.5452971458435094
mps-uncap,0.5,23.758983612060547,4.700455665588379,3.0759096145629905
mps-uncap,0.6,24.33609962463379,5.061006546020506,2.8503084182739253
mps-uncap,0.7,24.30916786193848,5.092425346374512,2.815556526184084
mps-uncap,0.1,38.143463134765625,9.769916534423828,4.299335479736328
mps-uncap,0.2,25.44671773910522,8.931434154510493,4.089984893798829
mps-uncap,0.3,24.984476566314697,6.741476058959962,3.80239486694336
mps-uncap,0.4,24.458179473876957,5.033984184265136,3.4000396728515683
