mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,0.0133514404296875,0.011444091796875,0.010728836059570312
mps-uncap,0.9,0.011205673217773438,0.01239776611328125,0.010013580322265625
mps-uncap,1.0,0.018596649169921875,0.01239776611328125,0.011205673217773438
mps-uncap,0.5,0.011920928955078125,0.011205673217773438,0.010251998901367188
mps-uncap,0.6,0.01239776611328125,0.01239776611328125,0.011205673217773438
mps-uncap,0.7,0.015020370483398438,0.011682510375976562,0.011205673217773438
mps-uncap,0.1,0.025272369384765625,0.02002716064453125,0.019311904907226562
mps-uncap,0.2,0.016927719116210938,0.011920928955078125,0.010967254638671875
mps-uncap,0.3,0.020503997802734375,0.012874603271484375,0.013589859008789062
mps-uncap,0.4,0.01621246337890625,0.011682510375976562,0.011920928955078125
