mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,94.27164554595944,23.582687377929688,13.14200162887573
mps-uncap,0.9,94.91236209869386,23.86393547058105,13.32742691040039
mps-uncap,1.0,97.09946155548096,24.07999038696289,13.562896251678465
mps-uncap,0.5,69.822518825531,21.098349094390866,12.60320425033569
mps-uncap,0.6,78.31311225891113,22.033565044403076,12.639086246490479
mps-uncap,0.7,79.47790861129755,22.626399993896488,13.06121349334717
mps-uncap,0.1,38.295745849609396,13.453292846679682,11.592640876770023
mps-uncap,0.2,39.632036685943575,17.580013275146467,11.88889980316162
mps-uncap,0.3,43.93673181533812,18.036918640136722,11.827039718627928
mps-uncap,0.4,53.53168964385988,20.31557083129883,12.118995189666748
