mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,339.8811936378478,108.62138748168952,93.92315864562985
mps-uncap,0.9,513.1910681724556,272.38529205322254,191.2747192382813
mps-uncap,1.0,3552.155132293701,2348.9863634109497,813.9161491394043
mps-uncap,0.5,52.701864242553704,20.829384326934772,24.2569327354431
mps-uncap,0.6,54.69535827636719,35.13442754745491,33.181526660919204
mps-uncap,0.7,78.42891931533813,40.669441223144595,45.03897428512596
mps-uncap,0.1,13.406765460968119,1.1350321769713667,7.975893020629899
mps-uncap,0.2,24.686329364776537,8.993425369262642,15.595679283141978
mps-uncap,0.3,19.719223976135236,9.739170074462908,17.419958114624002
mps-uncap,0.4,22.718722820281986,15.651779174804714,18.01842451095581
