mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,0.062465667724609375,0.9028911590576172,9.186029434204102
mps-uncap,0.9,24.75154399871826,11.005640029907227,18.952131271362305
mps-uncap,1.0,614.192008972168,422.7476119995117,243.6239719390869
mps-uncap,0.5,0.057220458984375,0.04982948303222656,0.04553794860839844
mps-uncap,0.6,0.05936622619628906,0.04982948303222656,0.05316734313964844
mps-uncap,0.7,0.05698204040527344,0.05364418029785156,3.729581832885742
mps-uncap,0.1,0.061631202697753906,0.0635385513305664,0.06341934204101562
mps-uncap,0.2,0.059723854064941406,0.05841255187988281,0.05745887756347656
mps-uncap,0.3,0.06258487701416016,0.0591278076171875,0.05507469177246094
mps-uncap,0.4,0.05793571472167969,0.0514984130859375,0.05125999450683594
