mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,38.458890901003855,1190.8108953865094,1051.384604999731
mps-uncap,0.9,43.65738965744595,1337.683913466833,1127.8742914353534
mps-uncap,1.0,43.55220615768367,1507.1711019176234,1276.4418015217504
mps-uncap,0.5,25.100910941610884,768.0059760111052,642.7667284162845
mps-uncap,0.6,30.264327668901977,930.7972036752893,763.0494794145907
mps-uncap,0.7,33.66365704757841,1033.745695629772,892.6168800519956
mps-uncap,0.1,6.104187899625486,157.4277775236433,121.09426708178256
mps-uncap,0.2,9.10408768646078,294.8002434082991,249.0452246801198
mps-uncap,0.3,12.881002077468734,435.00028518797717,367.8146944446604
mps-uncap,0.4,16.861973176560124,614.8402559444381,481.1877156514461
