mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,57.187557220458984,18.8751220703125,20.09725570678711
mps-uncap,0.9,88.22822570800781,27.442455291748047,30.3499698638916
mps-uncap,1.0,694.1721439361572,442.5058364868164,255.78606128692627
mps-uncap,0.5,24.03581142425537,9.707808494567871,10.999798774719238
mps-uncap,0.6,28.74016761779785,11.263728141784668,11.469006538391113
mps-uncap,0.7,36.871910095214844,14.522552490234375,14.08696174621582
mps-uncap,0.1,29.200434684753418,7.452249526977539,9.433388710021973
mps-uncap,0.2,28.725624084472656,7.303476333618164,9.41622257232666
mps-uncap,0.3,28.115034103393555,7.858991622924805,9.433269500732422
mps-uncap,0.4,24.456024169921875,7.899999618530273,9.78541374206543
