mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-32,2_vgg16-16
mps-uncap,0.8,12.725591659545898,4.821300506591797,9.24062728881836
mps-uncap,0.9,12.698650360107422,4.822969436645508,9.290933609008789
mps-uncap,1.0,12.796401977539062,4.811525344848633,9.29880142211914
mps-uncap,0.5,12.714385986328125,4.83393669128418,9.229898452758789
mps-uncap,0.6,12.770414352416992,4.819154739379883,9.21010971069336
mps-uncap,0.7,12.772798538208008,4.81414794921875,9.234905242919922
mps-uncap,0.1,13.998031616210938,4.828453063964844,9.244441986083984
mps-uncap,0.2,12.902975082397461,4.811286926269531,9.217023849487305
mps-uncap,0.3,13.542413711547852,4.84013557434082,9.212970733642578
mps-uncap,0.4,12.838602066040039,4.838705062866211,9.194135665893555
