mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,4.978375434875487,8.398127555847168,3.9715027809143097
mps-uncap,0.9,4.989619255065917,8.117628097534178,3.6686611175537136
mps-uncap,1.0,4.938757419586181,7.058570384979248,3.606529235839844
mps-uncap,0.5,6.348681449890139,8.224234580993652,4.0468645095825195
mps-uncap,0.6,5.23284196853638,8.202228546142578,4.009723663330078
mps-uncap,0.7,5.740544795989986,7.479619979858397,3.930037021636963
mps-uncap,0.1,10.11716842651367,11.920454502105713,3.431785106658934
mps-uncap,0.2,9.65704917907715,11.605422496795654,3.4826469421386723
mps-uncap,0.3,9.063355922698973,10.805974006652832,3.8541412353515625
mps-uncap,0.4,7.522537708282472,9.288082122802733,3.9088845252990714
