mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,14.01984691619873,24.559736251831055,5.72812557220459
mps-uncap,0.9,1339.9808406829834,1263.1027698516846,15.623092651367188
mps-uncap,1.0,3449.958562850952,5484.586715698242,1694.5216655731201
mps-uncap,0.5,5.613088607788086,7.583498954772949,2.4530887603759766
mps-uncap,0.6,6.793737411499023,8.896589279174805,2.8281211853027344
mps-uncap,0.7,11.661291122436523,9.476661682128906,3.6187171936035156
mps-uncap,0.1,9.250879287719727,11.21068000793457,2.217888832092285
mps-uncap,0.2,8.270502090454102,9.706258773803711,2.1059513092041016
mps-uncap,0.3,6.789684295654297,8.113503456115723,2.1097660064697266
mps-uncap,0.4,5.849361419677734,7.00688362121582,2.1829605102539062
