mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,4.189968109130859,5.918025970458984,2.271413803100586
mps-uncap,0.9,4.328727722167969,6.206750869750977,2.3522377014160156
mps-uncap,1.0,4.33802604675293,6.250143051147461,2.360820770263672
mps-uncap,0.5,4.188060760498047,5.429387092590332,1.9695758819580078
mps-uncap,0.6,4.218101501464844,5.304574966430664,2.00653076171875
mps-uncap,0.7,4.335284233093262,5.246162414550781,2.129673957824707
mps-uncap,0.1,8.97526741027832,10.86735725402832,2.1648406982421875
mps-uncap,0.2,7.368803024291992,8.785486221313477,2.0494461059570312
mps-uncap,0.3,5.112886428833008,6.598472595214844,2.019643783569336
mps-uncap,0.4,4.403591156005859,5.676507949829102,1.9799470901489258
