mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,109.30299758911133,248.1083869934082,44.640541076660156
mps-uncap,0.9,2431.7569732666016,3383.350610733032,81.57610893249512
mps-uncap,1.0,7143.260955810547,11509.44995880127,3321.8770027160645
mps-uncap,0.5,28.656482696533203,31.24237060546875,15.407800674438477
mps-uncap,0.6,36.09895706176758,47.89423942565918,18.91016960144043
mps-uncap,0.7,66.5278434753418,47.80721664428711,36.24987602233887
mps-uncap,0.1,17.997264862060547,26.839017868041992,3.221273422241211
mps-uncap,0.2,32.56082534790039,24.751663208007812,5.177497863769531
mps-uncap,0.3,28.796911239624023,38.110971450805664,9.684085845947266
mps-uncap,0.4,31.69727325439453,30.97820281982422,12.286901473999023
