mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,68.78701210021967,212.66028881073004,33.017830848693876
mps-uncap,0.9,2394.9418592453003,3342.5954103469844,68.80893707275393
mps-uncap,1.0,6991.709792613982,11376.994950771332,3263.2083129882812
mps-uncap,0.5,22.094058990478516,26.577436923980713,9.71827983856204
mps-uncap,0.6,23.889186382293712,33.40100765228267,11.701297760009766
mps-uncap,0.7,53.21922063827513,35.87725162506103,19.221587181091312
mps-uncap,0.1,19.092607498168938,25.223872661590608,4.373109340667722
mps-uncap,0.2,23.92802238464356,25.3215765953064,5.119237899780273
mps-uncap,0.3,20.91128826141357,25.517284870147733,6.275243759155273
mps-uncap,0.4,18.046350479125977,21.906323432922363,7.4109435081481845
