mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,9.754419326782227,18.689632415771484,3.3082962036132812
mps-uncap,0.9,1335.5772495269775,1257.1969032287598,13.181447982788086
mps-uncap,1.0,3445.4896450042725,5478.421092033386,1692.2733783721924
mps-uncap,0.5,1.077413558959961,1.5691518783569336,0.02384185791015625
mps-uncap,0.6,2.572298049926758,3.2317638397216797,0.4200935363769531
mps-uncap,0.7,7.205486297607422,4.048347473144531,1.3492107391357422
mps-uncap,0.1,0.030040740966796875,0.030994415283203125,0.03886222839355469
mps-uncap,0.2,0.0286102294921875,0.029325485229492188,0.026941299438476562
mps-uncap,0.3,0.0286102294921875,0.028371810913085938,0.026702880859375
mps-uncap,0.4,0.030279159545898438,0.030040740966796875,0.0247955322265625
