mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,64.49181556701659,206.70502185821542,30.61014413833619
mps-uncap,0.9,2390.816788673401,3336.0769033432007,66.25634193420414
mps-uncap,1.0,6987.553799152373,11370.887458324432,3260.8786964416504
mps-uncap,0.5,18.007683753967303,21.11584663391114,7.4486160278320535
mps-uncap,0.6,19.45388317108155,27.76580810546873,9.39163208007813
mps-uncap,0.7,48.798370361328075,30.675554275512656,16.745231151580818
mps-uncap,0.1,10.684595108032212,15.25479316711426,2.0360231399536124
mps-uncap,0.2,17.122125625610373,17.297575473785404,2.879381179809572
mps-uncap,0.3,15.710799694061278,19.055023193359418,4.086685180664066
mps-uncap,0.4,13.644576072692875,16.515059471130336,5.1004648208618075
