mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,0.009298324584960938,0.010013580322265625,0.009298324584960938
mps-uncap,0.9,0.01239776611328125,0.014066696166992188,0.0095367431640625
mps-uncap,1.0,0.012636184692382812,0.0133514404296875,0.011205673217773438
mps-uncap,0.5,0.0095367431640625,0.009775161743164062,0.009298324584960938
mps-uncap,0.6,0.0095367431640625,0.009775161743164062,0.00858306884765625
mps-uncap,0.7,0.0095367431640625,0.009775161743164062,0.009059906005859375
mps-uncap,0.1,0.014781951904296875,0.012874603271484375,0.0133514404296875
mps-uncap,0.2,0.009775161743164062,0.011920928955078125,0.011682510375976562
mps-uncap,0.3,0.010251998901367188,0.010251998901367188,0.011920928955078125
mps-uncap,0.4,0.009775161743164062,0.010251998901367188,0.009775161743164062
