mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-16,2_vgg11-2
mps-uncap,0.8,3.948688507080078,4.81867790222168,1.4414787292480469
mps-uncap,0.9,4.184961318969727,5.156040191650391,1.4903545379638672
mps-uncap,1.0,4.287958145141602,5.207538604736328,1.6880035400390625
mps-uncap,0.5,3.9844512939453125,4.841089248657227,1.4235973358154297
mps-uncap,0.6,4.021167755126953,4.847049713134766,1.4171600341796875
mps-uncap,0.7,4.091739654541016,4.810571670532227,1.424551010131836
mps-uncap,0.1,4.256963729858398,4.956722259521484,1.581430435180664
mps-uncap,0.2,4.03904914855957,4.8828125,1.5723705291748047
mps-uncap,0.3,4.054069519042969,4.79888916015625,1.4357566833496094
mps-uncap,0.4,4.010438919067383,4.910469055175781,1.425027847290039
