mode,load,0_densenet121-32,1_mobilenet_v2-32,2_squeezenet1_0-32,3_squeezenet1_1-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.0016689300537109375
