mode,load,0_resnet101-4,1_squeezenet1_0-2,2_vgg16-32
mps-uncap,0.8,49.163103103637695,18.03755760192871,21.847009658813477
mps-uncap,0.9,50.69112777709961,18.58234405517578,22.362232208251953
mps-uncap,1.0,50.30536651611328,19.15287971496582,23.245811462402344
mps-uncap,0.5,47.104597091674805,17.847776412963867,20.84183692932129
mps-uncap,0.6,49.54838752746582,17.568349838256836,20.336389541625977
mps-uncap,0.7,54.07309532165527,18.25261116027832,22.137165069580078
mps-uncap,0.1,25.4514217376709,16.80469512939453,18.81551742553711
mps-uncap,0.2,36.359548568725586,16.7233943939209,18.971681594848633
mps-uncap,0.3,38.374900817871094,16.813039779663086,19.51432228088379
mps-uncap,0.4,43.26462745666504,17.474651336669922,20.184040069580078
