mode,load,0_resnet101-4,1_squeezenet1_0-2,2_vgg16-32
mps-uncap,0.8,0.06127357482910156,0.9124279022216797,15.045642852783203
mps-uncap,0.9,20.77805995941162,9.703874588012695,61.8901252746582
mps-uncap,1.0,80.52802085876465,81.46727085113525,276.0809659957886
mps-uncap,0.5,0.056743621826171875,0.044345855712890625,0.058650970458984375
mps-uncap,0.6,0.05602836608886719,0.044345855712890625,4.404306411743164
mps-uncap,0.7,0.05841255187988281,0.04553794860839844,12.123942375183105
mps-uncap,0.1,0.06437301635742188,0.0553131103515625,0.06031990051269531
mps-uncap,0.2,0.059723854064941406,0.051975250244140625,0.059604644775390625
mps-uncap,0.3,0.06079673767089844,0.04744529724121094,0.0553131103515625
mps-uncap,0.4,0.06008148193359375,0.04506111145019531,0.05936622619628906
